Run,Iteration,dim-0,dim-1,dim-2,dim-3,dim-4,dim-5,dim-6,dim-7,dim-8,dim-9,dim-10,dim-11,dim-12,dim-13,dim-14,dim-15,dim-16,dim-17,dim-18,dim-19,dim-20,dim-21,dim-22,dim-23,dim-24,dim-25,dim-26,dim-27,dim-28,dim-29,dim-30,dim-31,dim-32,dim-33,dim-34,dim-35,dim-36,dim-37,dim-38,dim-39,dim-40,dim-41,dim-42,dim-43,dim-44,dim-45,dim-46,dim-47,dim-48,dim-49,dim-50,dim-51,dim-52,dim-53,dim-54,dim-55,dim-56,dim-57,dim-58,dim-59,dim-60,dim-61,dim-62,dim-63,dim-64,dim-65,dim-66,dim-67,dim-68,dim-69,dim-70,dim-71,dim-72,dim-73,dim-74,dim-75,dim-76,dim-77,dim-78,dim-79,dim-80,dim-81,dim-82,dim-83,dim-84,dim-85,dim-86,dim-87,dim-88,dim-89,dim-90,dim-91,dim-92,dim-93,dim-94,dim-95,dim-96,dim-97,dim-98,dim-99,dim-100,dim-101,dim-102,dim-103,dim-104,dim-105,dim-106,dim-107,dim-108,dim-109,dim-110,dim-111,dim-112,dim-113,dim-114,dim-115,dim-116,dim-117,dim-118,dim-119,dim-120,dim-121,dim-122,dim-123,dim-124,dim-125,dim-126,dim-127,dim-128,dim-129,dim-130,dim-131,dim-132,dim-133,dim-134,dim-135,dim-136,dim-137,dim-138,dim-139,dim-140,dim-141,dim-142,dim-143
0,0,1429.6228573056894,1431.1072336377745,1419.4766357564292,1431.7419863450316,1427.3187966468115,1430.4756373373084,1431.9255281609164,1427.3387703035742,1380.327218126019,1377.335127827398,1376.4070946192626,1381.3487550688226,1380.4739988138876,1378.121496404753,1346.090755931278,1341.1462864595421,1347.1325935597288,1338.2630163890499,1336.2959810307,1343.5727272862089,1328.9391641708876,1340.0993797396857,1339.4578119797702,1333.666160699705,1327.1607480283697,1332.1924770884355,1345.5222427027304,1343.101145046897,1340.479131343609,1339.0998854443371,1413.2697766781569,1402.7730801484227,1419.624935650205,1317.1093769886904,1413.40194014541,1321.8282883089366,1317.797671960782,1319.1491836751677,1319.165857117983,1408.8048699602296,1395.3167877493408,1406.3783453428653,1392.3732582200537,1402.4088898023945,1466.7620031947947,1525.1690552616817,1559.1696711420468,1544.3718076032471,1508.7413395026822,1460.3869604025313,1339.843153410196,1467.722996267741,1506.668929211701,1433.0443723495396,1339.0738834469958,1329.5685502733684,1433.3370320049619,1426.8149088127623,1441.8873341360518,1433.3858948551033,1427.3325086081127,1426.495981132944,1436.420862365692,1433.7080848735468,1373.947635700511,1371.5870111181896,1382.6884490538284,1378.5646625636978,1383.8496908446318,1380.4053509987166,1342.3625285331907,1344.4599648923174,1341.2796338424566,1344.0011468476612,1336.0565002394944,1332.0700107483754,1334.4709413696914,1336.3015495067234,1339.417553723931,1329.1153127968012,1331.2585951235478,1339.0260880306637,1346.0332253459876,1350.6127782762417,1345.887016543276,1342.5391305289645,1415.1305939125107,1409.8864265247846,1423.9317310555448,1322.9183756628515,1414.6517794293347,1323.0498278629075,1318.1543611784136,1318.5211429843962,1316.9947180719553,1408.6467142057757,1398.7659872415707,1403.1666219723581,1395.5936279295788,1397.147472328099,1463.637754703201,1518.6469121577022,1553.531570252813,1536.2653397109323,1503.1065923063074,1465.0561326781908,1335.7642920057056,1466.4194554923267,1518.8344439754337,1435.0467744539276,1343.5065198728983,1328.9573435766079,1431.8800894638455,1438.125187801773,1435.6960911466554,1433.8103149028257,1434.2997488833546,1431.9381995983604,1434.0302719996323,1429.5167350527618,1376.118754688815,1376.1357184908863,1376.7170711720435,1375.1335501001547,1381.694127541125,1377.1410780237113,1341.2178720788406,1338.1393268799332,1341.6157287024428,1351.7029294403367,1338.4678463898342,1334.14010913116,1333.9336758496022,1343.144946811282,1335.2413938107788,1331.8694739291311,1332.662603268916,1329.2140758918972,1350.0089566195945,1336.6714424747672,1350.2691467697468,1351.2323722129001,1406.7764853163221,1404.7734029198314
0,1,1386.6074370985868,1385.0260807458785,1386.164193074986,1374.7099529826073,1383.8445620045393,1394.6681199380628,1382.409717870432,1385.3970725768124,1387.1482738549894,1395.7247263343081,1390.6072559151935,1379.4966649012727,1390.9357656611492,1388.4319811913406,1389.2778292674175,1395.1746312691635,1392.5722962285365,1389.9469009336701,1393.2572345855026,1396.2429368173323,1383.636248051399,1392.967570888686,1394.851681540352,1391.41248416078,1388.5957419370359,1392.4254563133175,1382.5036112154194,1385.7483346242816,1395.0908220934875,1391.3504441764103,1374.409479494114,1375.9219423622867,1380.3080589355309,1395.463664595286,1382.7394231894702,1384.7755771601303,1394.8014056829463,1393.2365029779705,1396.5659368421589,1391.5922705183125,1378.7818263931003,1388.603482378954,1393.3752860438728,1383.9104961027158,1379.890134204876,1374.2277725639444,1368.4136247397348,1380.216965313626,1383.1232915729938,1390.208519151104,1400.5728171711166,1388.7246242400536,1374.5500855262717,1383.8906588874468,1395.2699288819904,1389.8367050162856,1380.684273787703,1385.3998928645995,1385.2350125766677,1384.8362213720811,1385.3062719718826,1382.4876089902436,1380.6154583149614,1377.3710565177678,1392.2175105096965,1394.1407776130914,1386.5824218598036,1387.7349848670003,1388.4231372927286,1392.8957454296803,1391.11232723275,1380.8460270079497,1390.6299511300397,1391.826070137966,1378.7745854123334,1392.7025756718567,1388.836580748282,1392.698734132596,1388.704499396816,1384.149442142881,1395.5970541553222,1389.1700040369597,1394.158886337777,1388.0039292516738,1392.9214159170378,1389.2922524784344,1378.1917142779928,1381.3439890835368,1387.7877763768918,1395.343535681784,1382.0889988124366,1395.1720435290497,1391.165158320545,1390.8976134919308,1388.671539408946,1385.0469544578923,1389.8491458689832,1385.4852104494003,1379.979321049527,1392.7818080068698,1379.9778394907962,1376.193064564255,1372.8069894715154,1369.2856827287683,1381.148042456718,1383.7341859515984,1386.1800487033333,1378.3095717265685,1376.1854163631494,1387.9012448070976,1388.517042576194,1393.549536032114,1381.549145265526,1391.8641613627087,1375.1633909058996,1384.9830367371483,1374.0157861131192,1384.407451455107,1380.9309679983576,1378.5995456554992,1380.9561883096897,1379.292669840764,1381.1832910733956,1386.779562262979,1389.7511586220278,1383.3592972173299,1388.18690984444,1394.2296066152821,1389.3262431631304,1391.5903711994151,1393.179306347824,1399.7240537178363,1389.1835043757967,1394.1065589340262,1389.7664882888391,1396.5188378311284,1399.381542762106,1403.7179757226884,1394.6588077602592,1387.7005207211284,1391.0869664688787,1396.6591705081414,1385.4030614928095,1381.2939797782365
0,2,1389.2716154090474,1388.7496728714063,1387.1077958497942,1380.4420253804808,1389.199200176508,1391.8975769064336,1389.844545370989,1389.8819645070485,1385.3827929310692,1394.567202653223,1390.4514896340515,1381.8705236421226,1389.7886754493481,1387.1007049781244,1384.1170805222841,1388.4794562913542,1387.9951110817954,1386.3203126102928,1387.5127504878558,1393.0243938381234,1379.7609715442736,1387.893448987978,1389.2347992864184,1384.1705898399084,1384.6521444938335,1389.2933131518841,1382.052273443088,1383.145841543462,1391.1330755969948,1386.1650135672041,1378.298231967103,1379.363913440684,1385.0431901486415,1385.1482681373896,1385.6408556211948,1383.6132502088142,1389.43584515263,1387.9311189259101,1388.9458079232836,1393.474086656626,1382.5025761175798,1387.9853807415777,1390.7994453513297,1385.4520626026745,1387.6054031009178,1387.1389070954397,1385.7545907870315,1389.9298051905062,1391.4545592019965,1393.657062629604,1394.4903585000595,1393.6819063252733,1387.3834601090125,1386.0726381231732,1391.6869170138718,1386.5588643952997,1386.7537641524502,1392.4242768673153,1387.8715314966944,1387.906764600026,1385.588358498524,1385.4334165086702,1387.359407722328,1381.1015584483193,1389.6987323496967,1393.0728303494989,1387.396964973301,1385.4870819007479,1387.5710364914207,1390.7648203723443,1388.3799237099993,1380.6245042889864,1389.756197034347,1389.460802548885,1376.9534777401022,1386.4185860232071,1384.2504356442735,1389.99413494362,1385.2388472925668,1380.0042583769723,1387.867182155932,1383.6379616413383,1389.119627257097,1385.6288402138912,1390.0079418501643,1382.9385685761627,1382.7878090306947,1385.7692955304112,1388.8304638209827,1390.0530869095178,1385.48430975347,1391.7552364506134,1384.171872034578,1385.8699257501814,1380.8571430910788,1386.331214780155,1388.3788572075593,1386.1492905715434,1382.5872514233915,1393.1071997715428,1386.9636770763032,1387.020759395738,1388.2426463790264,1385.9778192817946,1390.4997622425242,1385.464498953953,1381.804278033721,1387.2927491385801,1386.7393437441106,1389.7335325882887,1386.9545452428174,1390.5504378358999,1383.7012846979849,1392.9618377933,1380.9491887987517,1391.998503482112,1382.1656311490815,1386.86914414771,1388.0684429117987,1382.7453590484877,1381.4248891771865,1378.7193863289185,1380.0416043111834,1386.22277914055,1387.5952190284743,1382.0263105400034,1385.7679756070352,1385.6345306602193,1385.5768922631883,1390.9566947475262,1390.1807699733747,1392.371499126143,1382.9162234966425,1390.931420733501,1387.537996580481,1386.9000841630057,1392.9956204794241,1394.1303826482865,1389.5995162441357,1388.4220425160122,1386.1213855569288,1393.4797832056995,1388.2674148094143,1384.2107284492997
0,3,1387.831265812175,1387.4582409044485,1384.5953680150035,1382.0568875008905,1385.0381516434013,1391.4659394004912,1388.9860281442925,1389.0422293440874,1387.9871704046832,1389.7431749645866,1387.5565463161984,1384.1689510087933,1391.2744243157324,1386.4245403518676,1384.5942421127488,1389.677431734398,1388.92707786838,1388.1144283580377,1387.156837674657,1389.1515362164675,1387.5513819289197,1389.624810795742,1387.9907443795742,1388.1225219854043,1389.339245008789,1386.0307768860039,1381.7215323895457,1388.0739366648409,1391.072896379242,1388.5445792212079,1384.7729487968281,1384.5578944143258,1386.857649120094,1385.7959791232265,1384.4843706717468,1384.6107088568879,1384.0872089489715,1384.6546012782183,1384.3261699119744,1387.0773221127877,1385.9854648641806,1387.3584978670808,1388.1564199463085,1383.4816156793506,1386.026430572041,1386.9397082094858,1384.1311084485421,1390.6665144462822,1386.4864912814567,1390.566780145886,1391.3672629646585,1390.5253144956368,1387.2409452425986,1383.6626795767575,1388.958456567666,1386.8754942957244,1384.8134092001158,1384.1764878732624,1387.554304148817,1388.6631271845852,1388.638141133961,1385.4759459865518,1385.2836286481654,1386.3408905062422,1386.263965032215,1389.7675878354876,1390.6878342563512,1387.4515485497332,1386.5292125206818,1387.8053242476212,1389.3228546013931,1386.6265878170962,1387.3238691818158,1388.0022195700462,1388.7459807884425,1385.4051860796183,1385.9979843210654,1392.020561450149,1383.7824052382625,1385.0928998760521,1388.8439780689785,1381.9778426652763,1388.2155129533005,1386.373288691976,1387.2724245119837,1386.9329800968549,1384.8118146827062,1385.4595186245363,1388.9398511326967,1391.10361640346,1384.5475185588252,1390.7444279668277,1386.2605236456855,1386.2953517603337,1390.2090900637581,1385.3135412841855,1387.3538967392585,1386.6175814697035,1383.7929317836824,1385.958823457801,1386.4331912863945,1387.975159608806,1386.5549338103085,1384.6659067443936,1387.3519777067056,1389.4313623382616,1386.6419113526958,1386.4966987519167,1383.9716955361027,1385.1669133841365,1386.5020593197423,1389.3550760705277,1386.5773114238964,1387.4150776095062,1385.578322587656,1386.4529931704099,1387.107182166776,1385.581135235315,1389.2091085090906,1389.254793056966,1386.8355826720833,1387.1692904421398,1385.019376590955,1386.4929782480633,1389.8085724132777,1386.6246861118404,1388.149181166372,1385.9279152052272,1386.4875373749726,1389.0188062723614,1388.7328206810164,1388.8607131915162,1384.5115622172677,1387.1714510376057,1386.1715491918683,1390.015722689842,1390.0511869908996,1389.536986752954,1388.2728649634141,1386.9008822912324,1387.8342687071854,1387.3032293567032,1387.6753642486215,1379.0655047313235
0,4,1389.4982930533638,1387.0706877806256,1386.5353166657133,1384.7244697052167,1386.7778536395242,1389.6089502112904,1389.1586417472574,1387.6312350259698,1386.4877677794248,1389.3487241775993,1385.300871341231,1387.485626023681,1386.2391395271695,1386.0899404142624,1385.1298303912924,1389.875720114682,1388.6571610535532,1386.9620801897063,1389.0194913933317,1387.3328642192532,1387.0043851346438,1385.5068243790804,1388.9414232960232,1386.1597402203831,1385.3669113941974,1384.9967345717391,1387.2343298566886,1384.470117593065,1390.28360957311,1385.4756695735475,1385.2577050275454,1384.7671993595368,1387.4150463956225,1384.8355191557537,1385.2661895239228,1384.377175692205,1387.2501529852016,1384.9949328061805,1389.211087326667,1386.6196749983196,1384.43912297878,1387.6255293148506,1386.0139952031582,1385.466750093596,1385.4766936319936,1389.7356416534424,1387.456270815316,1387.2170024396924,1388.0693729554025,1392.2693768364238,1388.2280977876858,1388.3001388332953,1387.8511886094432,1385.8547199244395,1385.0373325820838,1385.3956869710914,1386.2201620699539,1387.06054207816,1386.3393996145448,1389.942268607375,1387.322854691411,1386.8332894927164,1386.6556476243704,1385.844945693618,1388.2934728834812,1391.3695625435992,1389.300753313746,1387.1399578658882,1388.0308296941623,1390.0223616267701,1384.216185490308,1384.1418781528762,1386.2853985577453,1388.6804412765941,1383.291795181629,1386.121635087843,1385.2483679639276,1388.1416379920229,1387.7590432774477,1386.193360094309,1386.5818092453262,1387.2360504718285,1387.9592757031962,1389.744611546687,1386.105725560893,1386.8123699193152,1387.0275900435308,1385.810523442277,1387.8521862806194,1387.2562875413216,1386.1698760882166,1387.5088707631837,1386.9126145044297,1387.9570654226916,1388.1331202949302,1387.2577137376807,1386.1211815832,1385.9561044007644,1386.5301454163264,1388.3045865958436,1386.9630635533126,1390.193580219773,1387.8373494300074,1389.577257956072,1389.2441337242333,1387.6728574526203,1385.4604012190396,1385.990602815898,1387.9574389362986,1385.3447669586585,1388.2842628451813,1387.8835905703195,1386.8345313448187,1388.991693998168,1388.3330785143091,1389.2850503020534,1384.9126052025945,1388.1862440657308,1389.4006343586698,1386.2307499891344,1385.5917817605125,1385.8873305627617,1386.4581697794229,1387.7598029046958,1387.4039706283584,1385.7336693690431,1385.146906591519,1384.652920183039,1386.0724530088046,1386.7119471096207,1386.4862970296983,1389.5559903503172,1386.5264737212915,1388.7658900667648,1388.686897929794,1386.8292068583005,1388.9710182202068,1386.580662709524,1386.3975448940637,1385.0237875882137,1385.9506444561016,1388.023717445306,1387.7666003883844,1385.0671589995643
0,5,1389.110326705587,1388.1519484046812,1388.3736795344676,1386.3378203050675,1386.435138715757,1387.3600441049152,1387.0573194675794,1387.1053511759437,1387.1558046098587,1387.7618335267064,1385.9003188219745,1387.0336368901174,1388.1453076197508,1388.7465995436712,1385.2481837946686,1386.6030389298005,1386.97125553639,1386.837122952553,1386.7989403495753,1388.1152787603198,1387.0774451333123,1387.3180643742216,1385.6640150000972,1385.1461331921043,1386.0174677773912,1387.1991400307745,1385.0747307187846,1387.0502698171226,1387.7860597635836,1387.9870668678675,1385.472018249602,1386.1178058515236,1387.6110361153073,1387.414614104166,1387.26906404292,1386.8941580889293,1383.808163509145,1383.6498329130557,1387.609338611642,1386.7687015802724,1386.4534280692965,1387.685162060529,1386.546978434596,1386.0980840576146,1388.3209505675047,1386.6732460749922,1387.3408922660033,1388.329488975284,1387.6409155624387,1388.4587040003987,1388.5577189448838,1390.257516175865,1387.9035136576038,1386.8126589533776,1385.768222086077,1387.568799019976,1388.5543116126546,1386.9041765517402,1388.3126689062433,1389.355130408387,1388.1466083889204,1387.4898986292585,1387.4383288795432,1387.1378020086395,1386.8474366889373,1387.7154977233913,1388.7986529643422,1387.5163603715562,1388.1773175789658,1387.2721928249402,1387.6712113733577,1386.0443014675493,1386.3755038111324,1385.6215033694511,1385.1750796287429,1386.7803713606525,1386.1820641312415,1388.1347779135967,1386.005458814773,1385.23740527467,1387.9652296125503,1387.465184103793,1390.4389290007541,1389.3905104608898,1387.0676718292905,1387.2209579385913,1387.2348114788515,1384.5166826568216,1385.76495078168,1388.2826698548552,1386.5201972070652,1387.939877908238,1384.876377951956,1386.5886363374852,1386.677707066689,1386.0890548149798,1386.202983030621,1385.6234358360557,1384.9932497649238,1386.2755124759,1385.8288465897513,1388.1717692214531,1388.7186345176276,1386.5207838176057,1389.1674664875577,1387.1525573756755,1387.1086747148659,1388.2477096716427,1389.6843116261932,1384.8032683749807,1387.8537025333014,1387.1146274353102,1387.3346855008097,1387.007823123229,1387.619471141045,1388.9677249373149,1385.9272640940897,1388.0655479505688,1388.0957427636915,1390.696996585126,1385.3776008480913,1385.917508168008,1386.7594138508277,1387.6115714655837,1387.0065252884485,1387.685096516729,1387.069191138643,1384.3654969834897,1387.965805840722,1387.3727527129377,1386.2447730198421,1388.3128691391628,1386.5979267088405,1386.3082426908134,1388.0875700371541,1387.5765552887656,1387.5298551056492,1386.4869687992466,1385.8766130366046,1385.6513756910313,1387.4081267548493,1385.9659547291417,1386.0738075983606,1385.165994330133
0,6,1388.9342336561242,1387.0942597306396,1387.5471197081142,1386.9329457549165,1386.4732558627918,1388.0548405862905,1385.8177394046752,1387.9535590859869,1386.7015543647537,1386.6549256769674,1387.0120444885242,1387.4949826552204,1388.0106323288542,1388.0771153110722,1385.478264174475,1385.9497511024574,1385.9034533801193,1386.9718297059524,1387.7338970933995,1387.0968042552552,1386.6315113915634,1387.212378264519,1386.7681691994924,1386.7410880228103,1387.899827134436,1386.6954835774202,1387.1626301011838,1386.8732928172087,1387.8707571729124,1387.4904861363395,1386.1470698855046,1387.1189548374414,1386.6799539007252,1388.204752073492,1386.5327806561568,1385.643538838666,1386.2610512844444,1386.8494945756604,1386.8861214770718,1386.929467523248,1385.0326585002879,1388.2480552655725,1387.0698737789025,1387.080080660896,1387.3823637266971,1386.8580275722002,1387.5872147685677,1386.8839531621122,1388.802563713346,1387.6502426362647,1386.855142104909,1388.4267748647499,1387.3209529089406,1387.4468258291927,1385.6962426117811,1387.3752916593974,1387.1639564266875,1387.0397219995932,1388.2004314588562,1388.4094833211386,1387.3463446329126,1388.045080143472,1386.556444463984,1387.2077081494713,1386.876898514874,1388.1659513948607,1388.5785795948887,1386.1434606326634,1387.2906846159467,1387.2086416583895,1387.729515851565,1385.4394241361238,1386.4306366533292,1386.58845059448,1385.3846071887176,1386.1641378169818,1386.7989831112782,1386.4533683641912,1386.700660526952,1385.9287331357932,1387.8450256186,1386.6530914671298,1389.394370970206,1387.5131839538535,1386.6414700888115,1387.2960555993945,1386.8739772575814,1385.9736343494574,1386.27400466585,1388.0656372520016,1386.6132569471583,1386.1696515109784,1386.0074024913347,1387.091441298102,1386.4134545075658,1387.1721535726228,1386.611509818232,1386.1421877122937,1386.4973346511788,1386.697559956297,1387.1170434237624,1387.3258522831595,1388.8040222520674,1387.657759644044,1388.3221836866608,1387.131051244554,1386.7435945632753,1388.123474228947,1388.9895888975534,1386.680917676759,1388.2248242991984,1388.055159352474,1388.0430712252394,1387.4149403952154,1387.7951943393111,1389.0984398068874,1385.3816841422129,1387.463530250735,1385.888085294804,1388.7179848915732,1386.4772920929,1387.6969050530263,1384.9363923473268,1387.458212256435,1387.4746278454415,1387.8706522326545,1387.1259602411083,1384.7101086973762,1386.4188692309704,1387.7111303395918,1386.8647952108659,1389.0038140000863,1387.6078443466317,1385.4415362823413,1387.5191779125532,1388.4571649859815,1387.168024971405,1386.6826298715691,1385.1007742268696,1385.9477183502524,1387.799593305066,1386.8849733527695,1386.5532068738612,1385.2378544352196
0,7,1387.619820963036,1387.6478137590639,1388.726189602388,1386.7103690400697,1385.972343824487,1386.898951705132,1386.4238232182227,1387.018393908083,1387.20921020404,1386.8061685472917,1387.9131437688711,1387.29957448651,1387.4196615111312,1386.8226024377934,1386.1854238231927,1387.3448829160202,1386.5583510034994,1387.0460752286685,1386.2394576506172,1387.2537262170667,1385.428251307866,1387.026357479708,1385.6193647564073,1386.6701030750633,1387.518630342766,1388.1470104146604,1387.2361523267518,1387.1947105688157,1387.3661625512818,1387.9349450148845,1385.910351594672,1386.4410414157999,1387.35406638005,1386.6040227899346,1387.2307680222539,1386.729542058389,1386.1621708291511,1387.2330659447675,1386.5297782516934,1387.2697669667684,1385.982637586762,1387.3703677861383,1387.32182283462,1386.627335532605,1389.1204649291587,1387.3901302875217,1387.1702361781322,1387.64026119905,1388.003528294424,1389.2041620066261,1388.664758429625,1388.6761443519526,1387.208748722855,1385.5494420607968,1386.493001618935,1386.2818956483807,1387.0066020918314,1387.3551822088882,1389.12432473787,1387.2429242110095,1386.8877757378605,1386.370745206653,1386.743125535286,1386.0279518128023,1386.936627445043,1388.223515135217,1387.3801449150712,1387.8033934921152,1385.8836433149113,1386.5544516645339,1387.8061587220714,1386.8681184043319,1386.9058690643906,1387.4299001049603,1387.161794595298,1386.7758727344806,1387.1698039309224,1387.8720267855053,1386.3015892127885,1385.9466020322425,1388.2110716764782,1387.3635011855176,1387.5706157631978,1387.8635184144641,1387.738778236907,1388.2086888059866,1386.244564741818,1385.6995135744805,1386.1982765367868,1387.7864883565721,1386.0913698154552,1386.9250282016928,1385.8467714431038,1386.4534635783575,1387.193820975112,1387.0635155232765,1387.7007556708945,1386.7646167864611,1385.3962368624157,1387.0312441012925,1386.7948071959083,1387.4549483666399,1386.6061574922894,1386.9323664161627,1386.9434064625952,1386.378557157563,1386.8287915872017,1387.6712062415295,1387.7937447456595,1386.326259650686,1388.2425065514842,1387.6564735291688,1387.922200382571,1386.5347582164784,1387.1011357001319,1387.8113629378217,1386.4469409625,1387.23460684156,1387.1103949261803,1386.704489937227,1386.5132100186847,1387.139907201569,1386.2864463198744,1387.4900141444393,1387.7721040635463,1388.3983365926185,1386.7119463810423,1386.848238217217,1387.7291433953574,1387.4048535627248,1385.9389398125675,1386.804729092158,1386.2907219538943,1387.375213309144,1387.21232511137,1386.9254930085613,1387.2373705478535,1386.9820721288577,1386.7493125535723,1387.272757425141,1387.5538772982484,1387.7553555529053,1387.1729908496181,1386.5166088341082
0,8,1386.9403520358035,1387.4796131936153,1387.639245039735,1386.69576090803,1386.8087296692859,1386.4038501225887,1386.961264944128,1387.2377558337935,1386.4907466517332,1388.146592699711,1388.7735422745025,1387.8851966894656,1386.3808736995193,1386.4129994457126,1386.3273023575186,1386.0585744095265,1387.357554708865,1386.7829429349815,1387.7139309901784,1386.6247851137655,1386.3766642750734,1386.3333282398116,1386.9016141653026,1387.7415527603623,1387.0336783871467,1387.0110791579134,1387.0998328106898,1386.2697747010025,1387.413164091326,1387.5670899446106,1386.7479145537086,1386.3484253254796,1387.5207517012464,1386.620393183937,1387.8148141772108,1386.3538589421805,1386.880204025,1387.5473620207022,1386.7144110325287,1386.5944694034067,1386.4717259906554,1388.3768102263325,1387.3743175023287,1386.5108387726577,1387.7039055442117,1386.4720395906916,1387.4287121743732,1387.8572967213056,1387.590884016544,1387.2050217900726,1387.4774160502363,1387.421133743872,1386.4487653499316,1387.4809404862594,1387.2160893566743,1386.7373503223014,1387.414437107334,1387.793122683075,1388.0712174543917,1387.0859211103173,1386.5652968856448,1386.9524187474474,1388.1081990783487,1386.4633749296127,1387.3353840799082,1387.0770696696916,1387.32759683253,1386.765726153885,1386.2348301649936,1386.8438513232798,1386.7103935690657,1386.291967839547,1387.7612780633226,1386.6411656041973,1387.0032731180497,1387.2450643435918,1386.6781673108617,1386.610763275317,1387.08826544948,1386.6904561551419,1386.4944712778947,1387.0487260456848,1387.5729875009367,1387.6421963498783,1386.8944858207137,1386.8631216410433,1386.5272991508905,1388.2594475274377,1386.6308041755565,1387.4791612081335,1386.9214326740694,1388.0750499065225,1386.0070160006987,1388.0481242288993,1387.2917174559698,1386.2046272778282,1385.699817778538,1387.485184332882,1386.8466727203822,1387.4901937520654,1385.81208208985,1387.9836248277247,1388.9504615181747,1386.4746712536842,1387.5166633935266,1385.0968761242764,1387.179786178999,1386.9658242777798,1387.148801227348,1386.6807720875086,1388.6761764977107,1387.4337935410547,1386.9700495313994,1388.065332768186,1387.413248530617,1386.8959264807963,1386.852728235473,1386.4553713992173,1386.4557974636373,1387.7497866938882,1386.8786946104565,1386.1429641400898,1386.539920128979,1387.1805280183803,1386.7651267347683,1388.1010170369702,1386.6038958639576,1386.2983207948116,1388.0617214999222,1386.8271741676126,1385.8417956392982,1387.8394564329071,1386.4812155784275,1387.202384396364,1387.6120194255247,1387.7810760532632,1387.2489399885344,1386.2581517181416,1387.0634125279037,1386.8908333465495,1387.4154489728207,1387.722845795688,1387.9642443531895,1387.6082660172203
0,9,1387.45893341178,1387.3050270976091,1387.283959402774,1386.9836729697104,1386.9459865501638,1386.8979332674098,1387.3582780600454,1386.9829762899453,1386.800737547549,1388.080398730202,1388.4578072131917,1387.2680570859266,1386.70963252291,1386.1155651397116,1386.7125431358954,1386.2664229621394,1387.4138703220037,1386.8390621402098,1387.098172543981,1387.5727689705695,1385.8431279454355,1386.4868076059843,1387.1761540310767,1387.9840079799023,1386.8438003092554,1386.771853336552,1386.5816191531273,1386.813429320939,1387.248798565656,1387.870324025485,1387.0796960324253,1386.257532840236,1387.231940376495,1386.7190479319033,1387.5705837882908,1386.013784772746,1386.9477069902457,1387.694102168456,1386.6772759868777,1387.2230366106862,1387.0448611105128,1388.3240796430073,1387.726926951401,1386.4155941160404,1387.8218412624942,1386.2651320287503,1386.5523215246158,1387.2487864642974,1387.7858780005186,1387.4930786464968,1387.4681131836492,1387.5204266619755,1385.9608629404293,1387.1121389439654,1386.967972524018,1386.7031677287118,1387.2437464908419,1386.7825682784924,1388.2192598996662,1387.0659449557918,1387.0779813155996,1387.354680981552,1387.9745361792684,1386.5387708355358,1387.35526348373,1387.6013512161735,1386.9045276809577,1386.8608360300886,1387.5259481495184,1386.8420992356978,1387.8609664949233,1386.5452195482314,1387.3276135928234,1386.3955172031774,1387.196017501706,1387.4794857036868,1386.8287425670126,1386.8255612011826,1386.59003831811,1387.8856175723656,1387.3470008076533,1386.5668436620697,1386.9816646628012,1387.5095152789895,1387.1203144103931,1386.9543494453326,1386.092942795647,1388.191327763101,1386.6874952593053,1387.3728218607093,1386.3245815686205,1388.1710332748635,1386.3465798449558,1387.8740124636395,1387.344078757676,1386.4215429313444,1386.48382639486,1386.863684870972,1386.5420740510817,1387.7572998770875,1386.4260770790513,1387.4856284137943,1387.0573172311686,1387.1337476863052,1386.2068730242072,1386.0227787393862,1386.886942101216,1386.1057191913744,1387.029668545303,1386.9194032925957,1388.0133468299914,1387.2047735309884,1386.6149282351278,1388.2239180638746,1386.9264092489054,1386.800598606485,1386.609444371057,1387.27522039639,1387.3955499793046,1388.1101532399316,1386.5653611501211,1385.818647982886,1386.7138526566266,1387.122119367439,1386.7978468701256,1387.1472420192126,1386.9338882051568,1386.5452269457592,1388.288498218161,1386.5524465984429,1386.7059120255694,1387.7543768102514,1386.7035007750603,1387.5083343357132,1387.8076943116316,1387.556952531802,1386.8298809006164,1386.70611955232,1386.8321707251682,1387.3731808728744,1387.5524879359973,1387.3948106497976,1388.3449532609175,1385.8973456055078
